leader: 10.0.0.5:6001 (probe applied 1 command)
  batch=1 total=1161.6us LHandler=6.0 LPersist=258.6 AENet=154.2 FHandler=1.3 ReplNet=318.0 StorageIO=171.9 QuorumWait=242.8 Mutex=1.6 CommitWait=792.0
  batch=1 total=1102.8us LHandler=6.8 LPersist=190.5 AENet=114.4 FHandler=2.6 ReplNet=286.5 StorageIO=132.2 QuorumWait=359.9 Mutex=1.2 CommitWait=810.7
  batch=1 total=1048.7us LHandler=12.9 LPersist=163.8 AENet=102.6 FHandler=1.4 ReplNet=264.3 StorageIO=123.7 QuorumWait=349.6 Mutex=1.0 CommitWait=727.6
  batch=1 total=739.6us LHandler=4.0 LPersist=144.0 AENet=62.6 FHandler=4.1 ReplNet=220.9 StorageIO=125.8 QuorumWait=150.9 Mutex=1.0 CommitWait=469.1
  batch=1 total=732.3us LHandler=3.0 LPersist=108.8 AENet=67.3 FHandler=3.6 ReplNet=149.0 StorageIO=154.9 QuorumWait=224.3 Mutex=1.1 CommitWait=540.2
  batch=1 total=752.9us LHandler=3.2 LPersist=110.9 AENet=50.3 FHandler=2.5 ReplNet=151.7 StorageIO=130.8 QuorumWait=301.7 Mutex=1.0 CommitWait=554.8
  batch=1 total=727.4us LHandler=4.3 LPersist=109.4 AENet=58.8 FHandler=2.5 ReplNet=219.1 StorageIO=137.1 QuorumWait=171.9 Mutex=1.1 CommitWait=524.0
  batch=1 total=763.5us LHandler=3.5 LPersist=112.8 AENet=66.9 FHandler=3.5 ReplNet=112.8 StorageIO=103.3 QuorumWait=336.1 Mutex=41.3 CommitWait=563.7
  batch=1 total=758.2us LHandler=4.0 LPersist=112.0 AENet=47.2 FHandler=0.8 ReplNet=211.1 StorageIO=144.9 QuorumWait=211.3 Mutex=1.2 CommitWait=549.9
  batch=1 total=683.8us LHandler=2.3 LPersist=110.8 AENet=49.0 FHandler=0.8 ReplNet=158.6 StorageIO=115.4 QuorumWait=222.4 Mutex=1.1 CommitWait=476.5
  batch=1 total=771.5us LHandler=3.9 LPersist=111.4 AENet=79.6 FHandler=3.6 ReplNet=107.2 StorageIO=114.0 QuorumWait=326.4 Mutex=1.1 CommitWait=554.1
  batch=1 total=726.3us LHandler=12.0 LPersist=109.0 AENet=35.2 FHandler=0.8 ReplNet=202.1 StorageIO=133.6 QuorumWait=209.6 Mutex=1.0 CommitWait=497.7
  batch=1 total=645.7us LHandler=2.4 LPersist=109.2 AENet=52.5 FHandler=3.2 ReplNet=185.1 StorageIO=173.6 QuorumWait=95.0 Mutex=1.0 CommitWait=435.7
  batch=1 total=779.8us LHandler=2.9 LPersist=107.9 AENet=50.9 FHandler=1.9 ReplNet=177.8 StorageIO=130.9 QuorumWait=283.4 Mutex=1.0 CommitWait=573.3
  batch=1 total=709.3us LHandler=2.6 LPersist=117.2 AENet=65.9 FHandler=20.4 ReplNet=98.7 StorageIO=168.4 QuorumWait=220.4 Mutex=1.0 CommitWait=517.8
  batch=1 total=754.1us LHandler=3.7 LPersist=106.2 AENet=73.7 FHandler=3.4 ReplNet=114.9 StorageIO=108.8 QuorumWait=318.6 Mutex=1.0 CommitWait=561.9
  batch=1 total=775.3us LHandler=3.6 LPersist=106.3 AENet=59.5 FHandler=2.8 ReplNet=190.4 StorageIO=111.3 QuorumWait=276.2 Mutex=1.0 CommitWait=582.9
  batch=1 total=760.1us LHandler=3.8 LPersist=112.2 AENet=65.2 FHandler=3.2 ReplNet=139.7 StorageIO=111.7 QuorumWait=300.9 Mutex=0.8 CommitWait=560.9
  batch=1 total=757.4us LHandler=3.2 LPersist=110.1 AENet=70.0 FHandler=2.5 ReplNet=193.3 StorageIO=122.8 QuorumWait=229.5 Mutex=1.6 CommitWait=543.7
  batch=1 total=781.5us LHandler=4.5 LPersist=167.2 AENet=75.3 FHandler=16.7 ReplNet=173.4 StorageIO=135.7 QuorumWait=167.1 Mutex=1.2 CommitWait=453.7
  batch=1 total=780.5us LHandler=5.1 LPersist=163.1 AENet=92.7 FHandler=18.4 ReplNet=158.5 StorageIO=154.3 QuorumWait=154.7 Mutex=1.2 CommitWait=470.3
  batch=1 total=963.2us LHandler=2.7 LPersist=113.3 AENet=81.7 FHandler=3.6 ReplNet=232.4 StorageIO=169.6 QuorumWait=333.7 Mutex=4.1 CommitWait=756.0
  batch=1 total=758.5us LHandler=3.5 LPersist=115.4 AENet=180.8 FHandler=4.5 ReplNet=134.7 StorageIO=175.2 QuorumWait=122.3 Mutex=1.1 CommitWait=532.2
  batch=1 total=773.3us LHandler=3.0 LPersist=108.4 AENet=47.6 FHandler=1.6 ReplNet=193.0 StorageIO=205.5 QuorumWait=189.0 Mutex=1.3 CommitWait=563.5
  batch=1 total=767.2us LHandler=4.1 LPersist=105.8 AENet=50.2 FHandler=2.4 ReplNet=161.5 StorageIO=181.2 QuorumWait=239.6 Mutex=0.9 CommitWait=573.3
  batch=1 total=773.0us LHandler=3.2 LPersist=106.5 AENet=66.2 FHandler=3.4 ReplNet=168.7 StorageIO=167.3 QuorumWait=231.8 Mutex=1.0 CommitWait=558.5
  batch=1 total=753.1us LHandler=3.0 LPersist=128.4 AENet=60.3 FHandler=2.5 ReplNet=198.5 StorageIO=125.9 QuorumWait=208.9 Mutex=1.1 CommitWait=533.1
  batch=1 total=727.2us LHandler=3.1 LPersist=108.9 AENet=91.3 FHandler=2.5 ReplNet=151.4 StorageIO=108.7 QuorumWait=235.4 Mutex=1.1 CommitWait=523.1
  batch=1 total=762.9us LHandler=2.9 LPersist=113.7 AENet=67.3 FHandler=3.2 ReplNet=136.4 StorageIO=153.0 QuorumWait=261.0 Mutex=1.0 CommitWait=549.8
