leader: 10.0.0.5:6001 (probe applied 1 command)
  batch=1 total=2088.2us LHandler=311.0 LPersist=614.0 AENet=133.0 FHandler=4.2 ReplNet=287.8 StorageIO=321.4 QuorumWait=381.9 Mutex=1.3 CommitWait=1001.2
  batch=1 total=2133.1us LHandler=296.8 LPersist=621.6 AENet=154.0 FHandler=7.1 ReplNet=414.8 StorageIO=411.7 QuorumWait=215.7 Mutex=1.3 CommitWait=1090.0
  batch=1 total=2128.8us LHandler=318.0 LPersist=561.5 AENet=277.2 FHandler=7.1 ReplNet=383.5 StorageIO=320.3 QuorumWait=249.4 Mutex=1.6 CommitWait=1104.6
  batch=1 total=2390.3us LHandler=305.0 LPersist=534.9 AENet=282.3 FHandler=4.3 ReplNet=387.2 StorageIO=380.6 QuorumWait=481.3 Mutex=1.4 CommitWait=1404.1
  batch=1 total=2431.6us LHandler=310.4 LPersist=618.6 AENet=279.8 FHandler=6.9 ReplNet=440.2 StorageIO=315.4 QuorumWait=424.1 Mutex=1.6 CommitWait=1334.0
  batch=1 total=2145.9us LHandler=296.1 LPersist=581.4 AENet=244.5 FHandler=7.1 ReplNet=374.6 StorageIO=363.2 QuorumWait=259.2 Mutex=1.4 CommitWait=1135.6
  batch=1 total=2288.0us LHandler=314.9 LPersist=698.5 AENet=133.1 FHandler=4.8 ReplNet=349.9 StorageIO=369.6 QuorumWait=405.1 Mutex=1.4 CommitWait=1130.5
  batch=1 total=2112.8us LHandler=302.2 LPersist=565.5 AENet=214.3 FHandler=7.0 ReplNet=409.9 StorageIO=342.6 QuorumWait=258.3 Mutex=1.6 CommitWait=1087.6
  batch=1 total=2180.4us LHandler=324.8 LPersist=635.1 AENet=193.5 FHandler=7.0 ReplNet=359.0 StorageIO=368.6 QuorumWait=278.0 Mutex=1.2 CommitWait=1046.7
  batch=1 total=2154.1us LHandler=318.1 LPersist=616.5 AENet=245.8 FHandler=7.0 ReplNet=407.4 StorageIO=297.2 QuorumWait=230.5 Mutex=1.4 CommitWait=1044.0
  batch=1 total=2108.9us LHandler=299.3 LPersist=587.7 AENet=203.6 FHandler=7.1 ReplNet=386.3 StorageIO=360.2 QuorumWait=223.1 Mutex=1.4 CommitWait=1049.6
  batch=1 total=2018.5us LHandler=294.4 LPersist=493.2 AENet=238.8 FHandler=7.1 ReplNet=361.1 StorageIO=314.1 QuorumWait=275.2 Mutex=1.1 CommitWait=1069.4
  batch=1 total=2160.1us LHandler=308.7 LPersist=578.4 AENet=187.0 FHandler=7.1 ReplNet=439.2 StorageIO=353.5 QuorumWait=269.2 Mutex=1.0 CommitWait=1141.9
  batch=1 total=2054.5us LHandler=312.3 LPersist=523.1 AENet=202.5 FHandler=7.1 ReplNet=427.6 StorageIO=332.4 QuorumWait=215.1 Mutex=1.3 CommitWait=1055.4
  batch=1 total=2117.2us LHandler=297.7 LPersist=608.2 AENet=264.3 FHandler=7.0 ReplNet=417.1 StorageIO=361.7 QuorumWait=128.5 Mutex=1.3 CommitWait=1059.3
  batch=1 total=2173.4us LHandler=324.2 LPersist=589.2 AENet=264.1 FHandler=6.9 ReplNet=418.7 StorageIO=344.2 QuorumWait=214.6 Mutex=1.3 CommitWait=1133.0
  batch=1 total=2460.0us LHandler=307.4 LPersist=613.4 AENet=244.0 FHandler=7.0 ReplNet=412.6 StorageIO=357.7 QuorumWait=503.5 Mutex=1.5 CommitWait=1383.1
  batch=1 total=2132.4us LHandler=309.2 LPersist=572.0 AENet=265.2 FHandler=7.0 ReplNet=412.6 StorageIO=313.8 QuorumWait=240.2 Mutex=1.4 CommitWait=1102.7
  batch=1 total=2067.8us LHandler=309.6 LPersist=522.6 AENet=200.7 FHandler=7.1 ReplNet=441.4 StorageIO=323.1 QuorumWait=224.4 Mutex=1.4 CommitWait=1066.5
  batch=1 total=2067.1us LHandler=304.8 LPersist=489.7 AENet=266.2 FHandler=7.1 ReplNet=385.4 StorageIO=296.4 QuorumWait=302.4 Mutex=1.3 CommitWait=1136.6
  batch=1 total=2456.7us LHandler=312.5 LPersist=630.8 AENet=268.9 FHandler=7.0 ReplNet=415.6 StorageIO=350.9 QuorumWait=456.4 Mutex=1.7 CommitWait=1367.2
  batch=1 total=2217.2us LHandler=334.5 LPersist=612.3 AENet=264.7 FHandler=7.0 ReplNet=402.0 StorageIO=318.3 QuorumWait=264.7 Mutex=1.5 CommitWait=1121.2
  batch=1 total=2049.7us LHandler=311.6 LPersist=517.6 AENet=206.0 FHandler=2.6 ReplNet=349.4 StorageIO=368.6 QuorumWait=262.9 Mutex=1.1 CommitWait=1059.4
  batch=1 total=2104.4us LHandler=293.7 LPersist=593.1 AENet=211.0 FHandler=36.7 ReplNet=436.2 StorageIO=357.3 QuorumWait=141.4 Mutex=1.4 CommitWait=889.6
  batch=1 total=2386.5us LHandler=314.2 LPersist=573.1 AENet=292.1 FHandler=3.0 ReplNet=378.2 StorageIO=380.5 QuorumWait=431.7 Mutex=1.2 CommitWait=1374.5
  batch=1 total=2193.5us LHandler=325.6 LPersist=612.5 AENet=268.9 FHandler=7.0 ReplNet=356.5 StorageIO=314.2 QuorumWait=295.7 Mutex=1.3 CommitWait=1109.5
  batch=1 total=2407.9us LHandler=311.3 LPersist=600.4 AENet=307.7 FHandler=33.4 ReplNet=410.9 StorageIO=377.9 QuorumWait=332.4 Mutex=1.5 CommitWait=1333.2
  batch=1 total=2463.7us LHandler=299.3 LPersist=642.2 AENet=267.3 FHandler=7.0 ReplNet=439.5 StorageIO=373.5 QuorumWait=421.6 Mutex=1.3 CommitWait=1377.3
  batch=1 total=2426.5us LHandler=315.7 LPersist=619.5 AENet=269.0 FHandler=6.9 ReplNet=395.1 StorageIO=372.5 QuorumWait=410.2 Mutex=1.6 CommitWait=1313.0
  batch=1 total=2418.9us LHandler=297.2 LPersist=596.0 AENet=269.9 FHandler=7.0 ReplNet=411.3 StorageIO=374.2 QuorumWait=450.2 Mutex=1.2 CommitWait=1389.3
  batch=1 total=2152.0us LHandler=306.2 LPersist=582.8 AENet=239.6 FHandler=7.0 ReplNet=365.2 StorageIO=379.8 QuorumWait=258.0 Mutex=1.3 CommitWait=1101.2
  batch=1 total=2139.7us LHandler=307.1 LPersist=591.1 AENet=172.6 FHandler=4.7 ReplNet=280.1 StorageIO=364.3 QuorumWait=408.5 Mutex=1.2 CommitWait=1090.1
  batch=1 total=2183.6us LHandler=299.8 LPersist=664.9 AENet=197.2 FHandler=7.1 ReplNet=370.9 StorageIO=297.4 QuorumWait=309.0 Mutex=1.4 CommitWait=1052.7
  batch=1 total=2390.1us LHandler=323.9 LPersist=593.8 AENet=240.0 FHandler=6.0 ReplNet=385.1 StorageIO=518.8 QuorumWait=309.4 Mutex=1.3 CommitWait=1320.7
  batch=1 total=2489.5us LHandler=325.7 LPersist=630.7 AENet=232.0 FHandler=4.2 ReplNet=463.9 StorageIO=471.3 QuorumWait=347.3 Mutex=1.4 CommitWait=1356.6
  batch=1 total=2163.4us LHandler=309.7 LPersist=613.8 AENet=216.0 FHandler=30.5 ReplNet=417.2 StorageIO=319.2 QuorumWait=202.1 Mutex=1.4 CommitWait=1038.1
  batch=1 total=2108.1us LHandler=319.8 LPersist=586.2 AENet=267.9 FHandler=7.0 ReplNet=367.1 StorageIO=356.6 QuorumWait=167.2 Mutex=1.3 CommitWait=1051.0
  batch=1 total=2161.0us LHandler=295.1 LPersist=643.6 AENet=201.7 FHandler=7.0 ReplNet=439.2 StorageIO=345.6 QuorumWait=217.0 Mutex=1.2 CommitWait=1096.4
  batch=1 total=2190.5us LHandler=309.9 LPersist=627.5 AENet=210.9 FHandler=2.9 ReplNet=437.2 StorageIO=335.5 QuorumWait=253.0 Mutex=1.5 CommitWait=1105.3
  batch=1 total=2135.1us LHandler=310.6 LPersist=611.3 AENet=207.2 FHandler=7.0 ReplNet=357.6 StorageIO=342.1 QuorumWait=285.4 Mutex=1.2 CommitWait=1048.7
  batch=1 total=2398.0us LHandler=322.4 LPersist=601.9 AENet=272.5 FHandler=7.0 ReplNet=397.6 StorageIO=462.2 QuorumWait=294.9 Mutex=1.3 CommitWait=1304.5
  batch=1 total=2377.5us LHandler=311.3 LPersist=577.8 AENet=289.1 FHandler=7.0 ReplNet=413.6 StorageIO=450.4 QuorumWait=315.1 Mutex=1.4 CommitWait=1356.1
  batch=1 total=2192.9us LHandler=325.8 LPersist=608.9 AENet=263.0 FHandler=7.1 ReplNet=379.6 StorageIO=353.6 QuorumWait=242.6 Mutex=1.3 CommitWait=1112.7
  batch=1 total=2209.5us LHandler=314.6 LPersist=641.3 AENet=205.7 FHandler=7.0 ReplNet=404.5 StorageIO=345.7 QuorumWait=275.7 Mutex=1.3 CommitWait=1111.2
  batch=1 total=2176.6us LHandler=308.1 LPersist=619.2 AENet=241.8 FHandler=4.4 ReplNet=381.6 StorageIO=305.1 QuorumWait=304.3 Mutex=1.4 CommitWait=1101.7
  batch=1 total=2138.8us LHandler=303.4 LPersist=603.1 AENet=214.8 FHandler=6.9 ReplNet=359.1 StorageIO=352.1 QuorumWait=258.2 Mutex=1.5 CommitWait=1045.8
  batch=1 total=2390.5us LHandler=314.6 LPersist=579.3 AENet=267.4 FHandler=7.0 ReplNet=407.0 StorageIO=362.2 QuorumWait=439.7 Mutex=1.4 CommitWait=1364.0
  batch=1 total=2062.7us LHandler=324.0 LPersist=569.2 AENet=296.2 FHandler=4.1 ReplNet=201.8 StorageIO=324.0 QuorumWait=307.8 Mutex=1.4 CommitWait=1005.3
  batch=1 total=2145.3us LHandler=295.8 LPersist=619.2 AENet=199.8 FHandler=7.1 ReplNet=469.3 StorageIO=336.8 QuorumWait=207.6 Mutex=17.0 CommitWait=1107.5
  batch=1 total=2177.7us LHandler=308.3 LPersist=607.6 AENet=198.8 FHandler=6.9 ReplNet=436.7 StorageIO=342.0 QuorumWait=264.3 Mutex=1.3 CommitWait=1131.7
  batch=1 total=2287.0us LHandler=450.1 LPersist=619.0 AENet=201.3 FHandler=7.0 ReplNet=416.5 StorageIO=383.6 QuorumWait=172.8 Mutex=1.3 CommitWait=1049.7
  batch=1 total=2370.7us LHandler=312.6 LPersist=535.1 AENet=270.9 FHandler=7.0 ReplNet=408.6 StorageIO=382.0 QuorumWait=440.9 Mutex=1.4 CommitWait=1386.4
  batch=1 total=2148.0us LHandler=331.0 LPersist=570.5 AENet=264.6 FHandler=7.0 ReplNet=358.7 StorageIO=339.6 QuorumWait=264.4 Mutex=1.4 CommitWait=1106.1
  batch=1 total=2500.4us LHandler=304.1 LPersist=656.8 AENet=212.7 FHandler=2.9 ReplNet=367.2 StorageIO=472.3 QuorumWait=470.4 Mutex=1.6 CommitWait=1378.4
  batch=1 total=2435.0us LHandler=311.4 LPersist=613.9 AENet=268.0 FHandler=7.0 ReplNet=410.9 StorageIO=370.9 QuorumWait=439.3 Mutex=1.3 CommitWait=1354.6
  batch=1 total=2410.5us LHandler=320.5 LPersist=598.5 AENet=270.6 FHandler=36.9 ReplNet=359.6 StorageIO=364.7 QuorumWait=424.7 Mutex=5.5 CommitWait=1326.1
  batch=1 total=2296.1us LHandler=299.1 LPersist=598.3 AENet=260.6 FHandler=7.0 ReplNet=450.6 StorageIO=322.4 QuorumWait=344.8 Mutex=1.3 CommitWait=1271.5
  batch=1 total=2333.4us LHandler=309.3 LPersist=531.4 AENet=288.2 FHandler=7.0 ReplNet=430.5 StorageIO=365.7 QuorumWait=388.4 Mutex=1.6 CommitWait=1342.5
  batch=1 total=2200.4us LHandler=314.9 LPersist=614.2 AENet=215.0 FHandler=7.0 ReplNet=419.6 StorageIO=306.4 QuorumWait=308.9 Mutex=1.3 CommitWait=1125.7
  batch=1 total=2420.3us LHandler=307.9 LPersist=623.8 AENet=245.0 FHandler=31.6 ReplNet=380.3 StorageIO=437.1 QuorumWait=356.3 Mutex=3.6 CommitWait=1314.9
  batch=1 total=2321.1us LHandler=296.5 LPersist=595.3 AENet=243.3 FHandler=2.8 ReplNet=350.2 StorageIO=403.5 QuorumWait=415.6 Mutex=1.3 CommitWait=1301.1
  batch=1 total=2392.3us LHandler=304.5 LPersist=594.4 AENet=228.4 FHandler=7.0 ReplNet=455.9 StorageIO=359.0 QuorumWait=430.0 Mutex=1.6 CommitWait=1348.5
  batch=1 total=2194.3us LHandler=308.5 LPersist=667.9 AENet=205.0 FHandler=7.1 ReplNet=459.9 StorageIO=363.1 QuorumWait=150.4 Mutex=1.6 CommitWait=1050.2
  batch=1 total=2119.8us LHandler=295.6 LPersist=593.1 AENet=226.5 FHandler=4.9 ReplNet=231.4 StorageIO=372.0 QuorumWait=356.9 Mutex=1.2 CommitWait=1061.0
  batch=1 total=2136.1us LHandler=310.0 LPersist=572.5 AENet=282.0 FHandler=7.0 ReplNet=395.9 StorageIO=339.5 QuorumWait=217.2 Mutex=1.2 CommitWait=1126.7
  batch=1 total=2252.5us LHandler=309.2 LPersist=683.6 AENet=210.5 FHandler=7.0 ReplNet=410.1 StorageIO=357.3 QuorumWait=260.4 Mutex=1.6 CommitWait=1114.1
  batch=1 total=2508.3us LHandler=309.6 LPersist=678.0 AENet=203.7 FHandler=7.1 ReplNet=473.3 StorageIO=385.4 QuorumWait=438.3 Mutex=1.6 CommitWait=1376.0
  batch=1 total=2260.8us LHandler=305.8 LPersist=700.6 AENet=201.8 FHandler=7.1 ReplNet=485.2 StorageIO=365.8 QuorumWait=180.0 Mutex=1.3 CommitWait=1111.5
  batch=1 total=2471.7us LHandler=312.7 LPersist=665.3 AENet=235.3 FHandler=3.0 ReplNet=463.0 StorageIO=313.4 QuorumWait=439.7 Mutex=5.6 CommitWait=1323.7
  batch=1 total=2225.7us LHandler=297.7 LPersist=675.4 AENet=220.0 FHandler=7.0 ReplNet=422.2 StorageIO=298.0 QuorumWait=293.6 Mutex=1.1 CommitWait=1117.8
  batch=1 total=2192.2us LHandler=308.5 LPersist=643.7 AENet=210.1 FHandler=7.0 ReplNet=433.9 StorageIO=341.7 QuorumWait=235.2 Mutex=1.6 CommitWait=1093.8
  batch=1 total=2088.9us LHandler=319.4 LPersist=518.2 AENet=267.7 FHandler=7.1 ReplNet=392.0 StorageIO=321.2 QuorumWait=250.8 Mutex=1.5 CommitWait=1106.4
  batch=1 total=2197.7us LHandler=309.5 LPersist=672.2 AENet=255.9 FHandler=7.0 ReplNet=387.8 StorageIO=318.9 QuorumWait=210.1 Mutex=1.6 CommitWait=1048.4
  batch=1 total=2166.1us LHandler=299.4 LPersist=650.4 AENet=180.3 FHandler=4.9 ReplNet=419.9 StorageIO=365.9 QuorumWait=235.2 Mutex=1.2 CommitWait=1090.1
  batch=1 total=2363.7us LHandler=296.4 LPersist=613.6 AENet=266.4 FHandler=6.9 ReplNet=424.4 StorageIO=333.1 QuorumWait=409.4 Mutex=20.2 CommitWait=1319.3
  batch=1 total=2176.3us LHandler=304.7 LPersist=643.9 AENet=211.5 FHandler=7.0 ReplNet=441.1 StorageIO=341.6 QuorumWait=214.5 Mutex=1.4 CommitWait=1084.3
  batch=1 total=2370.2us LHandler=326.7 LPersist=615.3 AENet=209.6 FHandler=7.0 ReplNet=399.4 StorageIO=375.7 QuorumWait=422.5 Mutex=1.2 CommitWait=1266.0
  batch=1 total=2406.0us LHandler=317.4 LPersist=600.2 AENet=275.2 FHandler=28.5 ReplNet=408.4 StorageIO=372.6 QuorumWait=368.5 Mutex=1.4 CommitWait=1321.3
  batch=1 total=2149.7us LHandler=312.0 LPersist=576.7 AENet=252.0 FHandler=7.0 ReplNet=403.8 StorageIO=324.0 QuorumWait=248.9 Mutex=1.5 CommitWait=1121.0
  batch=1 total=2193.1us LHandler=314.6 LPersist=615.5 AENet=244.7 FHandler=7.0 ReplNet=425.2 StorageIO=307.7 QuorumWait=266.3 Mutex=1.5 CommitWait=1119.1
  batch=1 total=2165.0us LHandler=308.1 LPersist=613.0 AENet=188.0 FHandler=7.1 ReplNet=404.3 StorageIO=339.9 QuorumWait=289.2 Mutex=1.1 CommitWait=1087.9
  batch=1 total=2145.4us LHandler=314.5 LPersist=605.5 AENet=211.9 FHandler=7.0 ReplNet=447.1 StorageIO=352.5 QuorumWait=166.4 Mutex=1.7 CommitWait=1045.3
  batch=1 total=2086.6us LHandler=307.7 LPersist=595.5 AENet=143.4 FHandler=5.9 ReplNet=292.9 StorageIO=470.9 QuorumWait=234.5 Mutex=1.2 CommitWait=1021.1
  batch=1 total=2201.5us LHandler=299.1 LPersist=636.6 AENet=308.7 FHandler=4.1 ReplNet=268.6 StorageIO=332.9 QuorumWait=340.7 Mutex=1.6 CommitWait=1143.0
  batch=1 total=2117.8us LHandler=308.1 LPersist=583.7 AENet=157.0 FHandler=4.8 ReplNet=358.8 StorageIO=314.0 QuorumWait=354.7 Mutex=1.5 CommitWait=1060.1
  batch=1 total=2173.7us LHandler=294.9 LPersist=623.0 AENet=189.1 FHandler=7.1 ReplNet=388.8 StorageIO=354.6 QuorumWait=302.5 Mutex=1.4 CommitWait=1122.5
  batch=1 total=2395.0us LHandler=325.1 LPersist=607.5 AENet=172.9 FHandler=4.3 ReplNet=426.7 StorageIO=362.6 QuorumWait=456.2 Mutex=1.2 CommitWait=1263.9
  batch=1 total=2407.7us LHandler=333.7 LPersist=594.1 AENet=310.0 FHandler=5.6 ReplNet=295.5 StorageIO=430.3 QuorumWait=425.2 Mutex=1.5 CommitWait=1331.2
  batch=1 total=2413.7us LHandler=328.0 LPersist=609.5 AENet=258.6 FHandler=6.1 ReplNet=448.8 StorageIO=313.3 QuorumWait=435.3 Mutex=1.7 CommitWait=1312.9
  batch=1 total=2288.7us LHandler=303.5 LPersist=519.4 AENet=205.6 FHandler=4.9 ReplNet=398.3 StorageIO=461.9 QuorumWait=380.9 Mutex=1.5 CommitWait=1320.9
  batch=1 total=2164.8us LHandler=324.4 LPersist=607.2 AENet=239.7 FHandler=7.1 ReplNet=384.3 StorageIO=313.9 QuorumWait=248.2 Mutex=1.5 CommitWait=1064.1
  batch=1 total=2212.4us LHandler=293.1 LPersist=649.0 AENet=266.6 FHandler=4.9 ReplNet=300.0 StorageIO=309.5 QuorumWait=376.5 Mutex=1.2 CommitWait=1141.7
  batch=1 total=2515.5us LHandler=308.8 LPersist=672.1 AENet=262.6 FHandler=7.0 ReplNet=448.6 StorageIO=314.4 QuorumWait=487.6 Mutex=1.5 CommitWait=1378.2
  batch=1 total=2182.9us LHandler=312.4 LPersist=617.4 AENet=208.2 FHandler=6.9 ReplNet=391.5 StorageIO=319.8 QuorumWait=313.1 Mutex=1.2 CommitWait=1105.5
  batch=1 total=2029.5us LHandler=306.1 LPersist=513.4 AENet=190.7 FHandler=7.1 ReplNet=405.8 StorageIO=307.1 QuorumWait=289.2 Mutex=1.5 CommitWait=1057.4
  batch=1 total=2354.5us LHandler=328.5 LPersist=505.0 AENet=267.7 FHandler=7.0 ReplNet=433.7 StorageIO=336.2 QuorumWait=463.6 Mutex=1.6 CommitWait=1381.3
  batch=1 total=2193.3us LHandler=320.9 LPersist=614.7 AENet=239.7 FHandler=7.0 ReplNet=399.1 StorageIO=335.2 QuorumWait=262.5 Mutex=1.3 CommitWait=1102.7
  batch=1 total=2521.8us LHandler=305.3 LPersist=722.9 AENet=241.1 FHandler=7.0 ReplNet=433.1 StorageIO=322.0 QuorumWait=477.4 Mutex=3.7 CommitWait=1338.1
  batch=1 total=2294.1us LHandler=324.4 LPersist=511.9 AENet=276.7 FHandler=7.0 ReplNet=415.6 StorageIO=345.7 QuorumWait=374.8 Mutex=1.6 CommitWait=1278.3
  batch=1 total=2425.5us LHandler=295.1 LPersist=600.7 AENet=270.5 FHandler=7.1 ReplNet=395.9 StorageIO=341.3 QuorumWait=502.6 Mutex=1.5 CommitWait=1390.4
  batch=1 total=2428.2us LHandler=314.2 LPersist=632.3 AENet=270.5 FHandler=7.0 ReplNet=390.6 StorageIO=372.5 QuorumWait=426.9 Mutex=1.4 CommitWait=1325.3
  batch=1 total=2403.4us LHandler=326.1 LPersist=605.5 AENet=272.9 FHandler=7.1 ReplNet=435.3 StorageIO=357.7 QuorumWait=385.9 Mutex=1.5 CommitWait=1316.2
  batch=1 total=2383.2us LHandler=308.3 LPersist=571.9 AENet=295.6 FHandler=6.2 ReplNet=297.3 StorageIO=379.8 QuorumWait=488.1 Mutex=5.6 CommitWait=1322.5
  batch=1 total=2070.9us LHandler=300.9 LPersist=517.0 AENet=192.6 FHandler=6.1 ReplNet=346.5 StorageIO=390.8 QuorumWait=304.5 Mutex=1.1 CommitWait=1108.4
  batch=1 total=2164.8us LHandler=303.9 LPersist=610.8 AENet=198.2 FHandler=7.0 ReplNet=420.2 StorageIO=302.9 QuorumWait=307.6 Mutex=1.5 CommitWait=1087.9
  batch=1 total=2406.9us LHandler=319.6 LPersist=613.8 AENet=235.8 FHandler=7.1 ReplNet=440.8 StorageIO=388.8 QuorumWait=388.3 Mutex=1.5 CommitWait=1323.1
  batch=1 total=2157.7us LHandler=303.0 LPersist=636.4 AENet=193.9 FHandler=7.1 ReplNet=391.4 StorageIO=305.5 QuorumWait=285.6 Mutex=1.6 CommitWait=1050.1
  batch=1 total=2323.2us LHandler=311.5 LPersist=491.2 AENet=277.0 FHandler=7.1 ReplNet=436.2 StorageIO=358.2 QuorumWait=430.4 Mutex=1.5 CommitWait=1391.3
  batch=1 total=2407.5us LHandler=324.6 LPersist=614.7 AENet=242.4 FHandler=7.1 ReplNet=444.2 StorageIO=370.3 QuorumWait=389.7 Mutex=1.4 CommitWait=1323.0
  batch=1 total=2258.9us LHandler=323.1 LPersist=663.1 AENet=264.3 FHandler=7.1 ReplNet=407.9 StorageIO=298.8 QuorumWait=282.7 Mutex=1.5 CommitWait=1124.7
  batch=1 total=2399.2us LHandler=324.8 LPersist=602.6 AENet=270.4 FHandler=7.1 ReplNet=418.9 StorageIO=364.2 QuorumWait=397.0 Mutex=1.2 CommitWait=1323.9
  batch=1 total=2121.2us LHandler=309.0 LPersist=572.1 AENet=262.8 FHandler=7.0 ReplNet=404.6 StorageIO=328.4 QuorumWait=201.3 Mutex=1.7 CommitWait=1065.9
  batch=1 total=2024.0us LHandler=298.8 LPersist=509.5 AENet=201.5 FHandler=7.1 ReplNet=379.8 StorageIO=316.0 QuorumWait=279.8 Mutex=1.2 CommitWait=1065.6
  batch=1 total=2184.1us LHandler=421.6 LPersist=506.6 AENet=279.7 FHandler=7.1 ReplNet=367.3 StorageIO=301.1 QuorumWait=288.1 Mutex=1.6 CommitWait=1112.4
  batch=1 total=2147.4us LHandler=328.6 LPersist=599.5 AENet=265.7 FHandler=7.1 ReplNet=371.9 StorageIO=297.9 QuorumWait=264.6 Mutex=1.5 CommitWait=1063.8
  batch=1 total=2061.0us LHandler=313.8 LPersist=520.7 AENet=159.1 FHandler=7.0 ReplNet=386.2 StorageIO=334.1 QuorumWait=328.2 Mutex=1.3 CommitWait=1084.5
  batch=1 total=2069.4us LHandler=305.0 LPersist=547.4 AENet=223.6 FHandler=7.1 ReplNet=438.1 StorageIO=359.2 QuorumWait=153.0 Mutex=1.6 CommitWait=1059.0
  batch=1 total=2207.1us LHandler=310.2 LPersist=640.5 AENet=254.7 FHandler=6.5 ReplNet=267.0 StorageIO=297.0 QuorumWait=421.1 Mutex=1.3 CommitWait=1126.9
  batch=1 total=2469.9us LHandler=309.6 LPersist=627.5 AENet=274.7 FHandler=13.7 ReplNet=395.2 StorageIO=343.7 QuorumWait=490.6 Mutex=1.6 CommitWait=1388.0
  batch=1 total=2449.0us LHandler=332.6 LPersist=604.6 AENet=276.8 FHandler=36.2 ReplNet=401.2 StorageIO=383.3 QuorumWait=370.8 Mutex=1.8 CommitWait=1330.8
  batch=1 total=2344.8us LHandler=322.9 LPersist=559.0 AENet=270.9 FHandler=30.6 ReplNet=408.9 StorageIO=345.4 QuorumWait=371.4 Mutex=1.7 CommitWait=1296.2
  batch=1 total=2078.0us LHandler=306.0 LPersist=523.5 AENet=244.8 FHandler=7.0 ReplNet=423.1 StorageIO=323.8 QuorumWait=238.8 Mutex=1.4 CommitWait=1116.7
  batch=1 total=2179.8us LHandler=309.5 LPersist=622.2 AENet=217.9 FHandler=7.1 ReplNet=444.9 StorageIO=350.4 QuorumWait=215.5 Mutex=1.3 CommitWait=1104.6
  batch=1 total=2180.6us LHandler=311.2 LPersist=661.4 AENet=211.4 FHandler=10.4 ReplNet=360.0 StorageIO=408.6 QuorumWait=204.2 Mutex=1.6 CommitWait=1056.5
  batch=1 total=2413.5us LHandler=317.4 LPersist=606.4 AENet=266.1 FHandler=7.0 ReplNet=366.6 StorageIO=373.1 QuorumWait=437.2 Mutex=1.4 CommitWait=1313.7
  batch=1 total=2341.3us LHandler=346.3 LPersist=512.1 AENet=216.5 FHandler=7.0 ReplNet=421.5 StorageIO=378.3 QuorumWait=447.6 Mutex=1.3 CommitWait=1346.5
  batch=1 total=2464.5us LHandler=324.6 LPersist=616.2 AENet=283.3 FHandler=7.2 ReplNet=466.2 StorageIO=380.0 QuorumWait=372.4 Mutex=1.6 CommitWait=1373.1
  batch=1 total=2351.6us LHandler=324.5 LPersist=527.0 AENet=239.0 FHandler=7.0 ReplNet=452.3 StorageIO=380.7 QuorumWait=407.6 Mutex=1.7 CommitWait=1344.2
  batch=1 total=2410.6us LHandler=321.4 LPersist=610.3 AENet=265.9 FHandler=7.0 ReplNet=422.3 StorageIO=356.3 QuorumWait=412.7 Mutex=1.7 CommitWait=1325.2
  batch=1 total=2464.6us LHandler=330.4 LPersist=617.3 AENet=267.1 FHandler=3.1 ReplNet=419.4 StorageIO=343.2 QuorumWait=470.6 Mutex=1.3 CommitWait=1368.3
  batch=1 total=2077.7us LHandler=328.9 LPersist=531.8 AENet=266.6 FHandler=7.0 ReplNet=390.4 StorageIO=314.6 QuorumWait=224.8 Mutex=1.4 CommitWait=1070.0
  batch=1 total=2501.5us LHandler=311.6 LPersist=653.8 AENet=248.7 FHandler=7.1 ReplNet=440.6 StorageIO=368.2 QuorumWait=441.1 Mutex=1.3 CommitWait=1378.1
  batch=1 total=2465.7us LHandler=321.9 LPersist=650.3 AENet=273.4 FHandler=7.1 ReplNet=446.7 StorageIO=367.3 QuorumWait=355.8 Mutex=1.4 CommitWait=1308.0
  batch=1 total=2378.7us LHandler=342.6 LPersist=552.0 AENet=297.0 FHandler=7.0 ReplNet=456.4 StorageIO=355.8 QuorumWait=354.5 Mutex=1.5 CommitWait=1348.2
  batch=1 total=2414.3us LHandler=327.1 LPersist=537.7 AENet=267.6 FHandler=7.0 ReplNet=448.5 StorageIO=370.6 QuorumWait=442.9 Mutex=1.7 CommitWait=1403.2
  batch=1 total=2461.0us LHandler=338.8 LPersist=661.0 AENet=265.5 FHandler=7.0 ReplNet=398.2 StorageIO=317.9 QuorumWait=458.4 Mutex=1.6 CommitWait=1312.8
  batch=1 total=2397.3us LHandler=331.1 LPersist=599.6 AENet=293.3 FHandler=4.4 ReplNet=363.5 StorageIO=319.1 QuorumWait=447.9 Mutex=1.4 CommitWait=1294.8
  batch=1 total=2113.0us LHandler=313.4 LPersist=548.9 AENet=270.2 FHandler=7.0 ReplNet=391.4 StorageIO=338.8 QuorumWait=230.7 Mutex=1.2 CommitWait=1119.3
  batch=1 total=2141.9us LHandler=306.6 LPersist=602.9 AENet=194.9 FHandler=7.0 ReplNet=424.4 StorageIO=355.8 QuorumWait=235.7 Mutex=1.5 CommitWait=1086.1
  batch=1 total=2454.1us LHandler=314.8 LPersist=613.0 AENet=212.6 FHandler=6.0 ReplNet=326.7 StorageIO=451.3 QuorumWait=516.2 Mutex=1.7 CommitWait=1380.1
  batch=1 total=2148.2us LHandler=314.4 LPersist=615.4 AENet=199.7 FHandler=7.0 ReplNet=394.2 StorageIO=302.6 QuorumWait=276.6 Mutex=1.3 CommitWait=1046.0
