leader: 10.0.0.5:6001 (probe applied 1 command)
  batch=1 total=1861.2us LHandler=76.0 LPersist=572.3 AENet=191.8 FHandler=6.1 ReplNet=340.8 StorageIO=378.1 QuorumWait=283.3 Mutex=1.3 CommitWait=1068.4
  batch=1 total=1728.4us LHandler=75.3 LPersist=504.8 AENet=161.0 FHandler=6.0 ReplNet=375.7 StorageIO=380.5 QuorumWait=194.4 Mutex=1.3 CommitWait=986.7
  batch=1 total=1696.2us LHandler=70.2 LPersist=447.4 AENet=230.6 FHandler=6.0 ReplNet=263.4 StorageIO=344.2 QuorumWait=321.9 Mutex=1.3 CommitWait=1054.2
  batch=1 total=1745.0us LHandler=76.5 LPersist=491.3 AENet=206.0 FHandler=6.1 ReplNet=358.0 StorageIO=353.3 QuorumWait=241.6 Mutex=1.4 CommitWait=1028.6
  batch=1 total=2105.7us LHandler=77.4 LPersist=577.7 AENet=295.0 FHandler=6.0 ReplNet=364.7 StorageIO=385.3 QuorumWait=385.0 Mutex=5.7 CommitWait=1305.8
  batch=1 total=1715.0us LHandler=73.9 LPersist=504.7 AENet=194.8 FHandler=6.0 ReplNet=356.1 StorageIO=383.7 QuorumWait=183.6 Mutex=1.5 CommitWait=990.2
  batch=1 total=1691.4us LHandler=70.2 LPersist=475.2 AENet=164.4 FHandler=5.8 ReplNet=371.2 StorageIO=359.1 QuorumWait=208.8 Mutex=1.2 CommitWait=979.4
  batch=1 total=1959.3us LHandler=73.4 LPersist=441.7 AENet=262.7 FHandler=5.9 ReplNet=350.9 StorageIO=372.0 QuorumWait=387.8 Mutex=1.3 CommitWait=1267.6
  batch=1 total=1665.7us LHandler=72.7 LPersist=458.6 AENet=129.6 FHandler=4.9 ReplNet=329.0 StorageIO=359.8 QuorumWait=300.4 Mutex=1.3 CommitWait=1014.2
  batch=1 total=1789.5us LHandler=73.4 LPersist=565.0 AENet=199.7 FHandler=5.9 ReplNet=341.7 StorageIO=346.0 QuorumWait=244.7 Mutex=1.4 CommitWait=1013.0
  batch=1 total=1731.8us LHandler=71.0 LPersist=480.9 AENet=235.5 FHandler=5.9 ReplNet=327.1 StorageIO=352.3 QuorumWait=243.1 Mutex=1.6 CommitWait=1026.1
  batch=1 total=1736.1us LHandler=75.4 LPersist=478.7 AENet=133.9 FHandler=3.6 ReplNet=332.0 StorageIO=352.3 QuorumWait=346.6 Mutex=1.4 CommitWait=1035.6
  batch=1 total=1981.1us LHandler=76.1 LPersist=499.9 AENet=286.1 FHandler=6.0 ReplNet=349.1 StorageIO=362.0 QuorumWait=366.1 Mutex=1.7 CommitWait=1233.8
  batch=1 total=1702.0us LHandler=72.8 LPersist=449.5 AENet=266.6 FHandler=6.0 ReplNet=307.8 StorageIO=311.4 QuorumWait=275.1 Mutex=1.4 CommitWait=1025.0
  batch=1 total=1979.3us LHandler=74.3 LPersist=647.0 AENet=199.7 FHandler=6.1 ReplNet=354.7 StorageIO=342.3 QuorumWait=343.3 Mutex=1.5 CommitWait=1114.4
  batch=1 total=1756.7us LHandler=73.3 LPersist=490.4 AENet=208.1 FHandler=5.9 ReplNet=276.8 StorageIO=331.3 QuorumWait=349.2 Mutex=1.3 CommitWait=1020.0
  batch=1 total=1874.8us LHandler=74.6 LPersist=572.6 AENet=218.8 FHandler=6.0 ReplNet=276.5 StorageIO=313.3 QuorumWait=378.5 Mutex=1.5 CommitWait=1059.1
  batch=1 total=1704.9us LHandler=72.4 LPersist=448.0 AENet=256.8 FHandler=5.9 ReplNet=272.6 StorageIO=327.3 QuorumWait=309.7 Mutex=1.1 CommitWait=1054.8
  batch=1 total=1874.8us LHandler=72.9 LPersist=582.9 AENet=189.2 FHandler=33.3 ReplNet=307.3 StorageIO=366.1 QuorumWait=286.6 Mutex=1.5 CommitWait=1050.6
  batch=1 total=1727.8us LHandler=72.6 LPersist=473.3 AENet=151.2 FHandler=27.4 ReplNet=311.2 StorageIO=329.2 QuorumWait=351.0 Mutex=1.2 CommitWait=1055.6
  batch=1 total=1776.7us LHandler=75.5 LPersist=520.5 AENet=239.8 FHandler=6.0 ReplNet=311.1 StorageIO=309.1 QuorumWait=302.3 Mutex=1.6 CommitWait=1042.0
  batch=1 total=1702.2us LHandler=76.6 LPersist=484.8 AENet=203.6 FHandler=6.0 ReplNet=337.9 StorageIO=343.9 QuorumWait=236.0 Mutex=1.4 CommitWait=987.9
  batch=1 total=2149.9us LHandler=70.5 LPersist=613.9 AENet=287.2 FHandler=6.0 ReplNet=331.8 StorageIO=353.0 QuorumWait=472.4 Mutex=1.7 CommitWait=1316.8
  batch=1 total=1666.7us LHandler=76.6 LPersist=479.1 AENet=151.3 FHandler=6.1 ReplNet=353.3 StorageIO=346.0 QuorumWait=219.1 Mutex=1.5 CommitWait=933.5
  batch=1 total=1839.1us LHandler=72.9 LPersist=586.1 AENet=244.3 FHandler=6.0 ReplNet=320.3 StorageIO=350.4 QuorumWait=247.4 Mutex=1.2 CommitWait=1045.8
  batch=1 total=1771.2us LHandler=76.8 LPersist=477.1 AENet=255.5 FHandler=5.9 ReplNet=275.4 StorageIO=363.5 QuorumWait=303.3 Mutex=1.6 CommitWait=1049.8
  batch=1 total=1918.7us LHandler=73.4 LPersist=638.8 AENet=204.9 FHandler=5.9 ReplNet=389.5 StorageIO=369.3 QuorumWait=226.0 Mutex=1.5 CommitWait=1057.3
  batch=1 total=1941.2us LHandler=72.8 LPersist=465.2 AENet=247.2 FHandler=4.9 ReplNet=356.1 StorageIO=313.0 QuorumWait=468.3 Mutex=1.6 CommitWait=1273.6
  batch=1 total=1694.0us LHandler=75.4 LPersist=475.3 AENet=205.8 FHandler=6.0 ReplNet=358.6 StorageIO=367.0 QuorumWait=170.9 Mutex=1.3 CommitWait=967.6
  batch=1 total=1800.1us LHandler=72.5 LPersist=550.1 AENet=239.4 FHandler=5.9 ReplNet=338.7 StorageIO=348.3 QuorumWait=233.8 Mutex=1.5 CommitWait=1053.3
  batch=1 total=1745.9us LHandler=73.8 LPersist=488.3 AENet=180.9 FHandler=5.0 ReplNet=364.3 StorageIO=365.3 QuorumWait=252.4 Mutex=1.4 CommitWait=1033.1
  batch=1 total=1749.2us LHandler=76.1 LPersist=488.6 AENet=195.8 FHandler=6.1 ReplNet=342.2 StorageIO=320.5 QuorumWait=305.8 Mutex=1.6 CommitWait=1037.5
  batch=1 total=1740.6us LHandler=74.3 LPersist=475.7 AENet=235.5 FHandler=5.9 ReplNet=318.4 StorageIO=305.1 QuorumWait=312.7 Mutex=1.6 CommitWait=1047.2
  batch=1 total=1875.3us LHandler=75.8 LPersist=576.6 AENet=121.5 FHandler=3.9 ReplNet=371.0 StorageIO=357.5 QuorumWait=322.6 Mutex=1.5 CommitWait=1047.0
  batch=1 total=1980.6us LHandler=71.0 LPersist=486.9 AENet=269.6 FHandler=6.0 ReplNet=349.8 StorageIO=361.1 QuorumWait=423.8 Mutex=1.5 CommitWait=1289.2
  batch=1 total=1812.0us LHandler=77.1 LPersist=546.1 AENet=187.0 FHandler=4.9 ReplNet=374.0 StorageIO=308.6 QuorumWait=300.9 Mutex=1.6 CommitWait=1042.3
  batch=1 total=1777.2us LHandler=76.9 LPersist=515.7 AENet=201.0 FHandler=6.0 ReplNet=299.0 StorageIO=300.0 QuorumWait=363.9 Mutex=1.4 CommitWait=1038.1
  batch=1 total=1798.6us LHandler=75.7 LPersist=520.4 AENet=255.7 FHandler=6.0 ReplNet=291.3 StorageIO=358.8 QuorumWait=276.8 Mutex=1.4 CommitWait=1058.9
  batch=1 total=1715.1us LHandler=73.0 LPersist=485.9 AENet=169.4 FHandler=5.9 ReplNet=273.9 StorageIO=358.0 QuorumWait=303.6 Mutex=1.5 CommitWait=968.1
  batch=1 total=1760.7us LHandler=72.8 LPersist=487.6 AENet=232.8 FHandler=6.0 ReplNet=328.9 StorageIO=327.2 QuorumWait=294.2 Mutex=1.5 CommitWait=1071.7
  batch=1 total=1792.9us LHandler=74.5 LPersist=520.5 AENet=203.3 FHandler=6.1 ReplNet=278.7 StorageIO=325.4 QuorumWait=368.4 Mutex=1.6 CommitWait=1047.5
  batch=1 total=1832.9us LHandler=74.4 LPersist=508.6 AENet=187.6 FHandler=5.9 ReplNet=271.6 StorageIO=325.9 QuorumWait=446.2 Mutex=1.5 CommitWait=1104.4
  batch=1 total=1817.9us LHandler=71.5 LPersist=565.4 AENet=238.6 FHandler=6.0 ReplNet=290.1 StorageIO=361.4 QuorumWait=269.9 Mutex=1.5 CommitWait=1035.9
  batch=1 total=2059.5us LHandler=76.8 LPersist=564.7 AENet=266.4 FHandler=5.9 ReplNet=326.7 StorageIO=362.3 QuorumWait=418.9 Mutex=1.3 CommitWait=1244.5
  batch=1 total=1835.0us LHandler=72.9 LPersist=558.7 AENet=239.3 FHandler=5.9 ReplNet=286.2 StorageIO=318.9 QuorumWait=340.3 Mutex=1.1 CommitWait=1075.8
  batch=1 total=1927.5us LHandler=73.0 LPersist=588.1 AENet=189.8 FHandler=6.0 ReplNet=350.3 StorageIO=302.2 QuorumWait=405.2 Mutex=1.2 CommitWait=1118.8
  batch=1 total=1838.5us LHandler=71.2 LPersist=573.8 AENet=258.7 FHandler=6.1 ReplNet=316.5 StorageIO=316.6 QuorumWait=283.5 Mutex=1.5 CommitWait=1044.3
  batch=1 total=1859.9us LHandler=75.3 LPersist=569.6 AENet=216.2 FHandler=5.9 ReplNet=345.5 StorageIO=320.9 QuorumWait=291.0 Mutex=1.4 CommitWait=1049.0
  batch=1 total=1677.6us LHandler=71.7 LPersist=456.5 AENet=231.5 FHandler=5.9 ReplNet=321.1 StorageIO=364.2 QuorumWait=188.4 Mutex=1.5 CommitWait=993.8
  batch=1 total=2032.5us LHandler=71.8 LPersist=553.6 AENet=251.5 FHandler=5.9 ReplNet=332.9 StorageIO=437.5 QuorumWait=366.5 Mutex=1.1 CommitWait=1272.3
  batch=1 total=2087.0us LHandler=95.6 LPersist=529.0 AENet=240.6 FHandler=6.4 ReplNet=382.0 StorageIO=386.4 QuorumWait=432.9 Mutex=1.4 CommitWait=1314.5
  batch=1 total=1890.1us LHandler=75.4 LPersist=601.6 AENet=185.6 FHandler=6.0 ReplNet=340.3 StorageIO=312.6 QuorumWait=336.7 Mutex=1.5 CommitWait=1049.3
  batch=1 total=1937.2us LHandler=73.1 LPersist=446.1 AENet=275.5 FHandler=6.0 ReplNet=359.1 StorageIO=337.3 QuorumWait=408.2 Mutex=1.4 CommitWait=1259.4
  batch=1 total=1783.5us LHandler=72.5 LPersist=569.3 AENet=208.6 FHandler=6.0 ReplNet=321.9 StorageIO=346.4 QuorumWait=229.9 Mutex=1.1 CommitWait=1003.8
  batch=1 total=1802.5us LHandler=82.1 LPersist=532.0 AENet=267.9 FHandler=6.1 ReplNet=299.6 StorageIO=334.6 QuorumWait=268.9 Mutex=1.5 CommitWait=1065.9
  batch=1 total=1943.5us LHandler=76.7 LPersist=615.3 AENet=205.1 FHandler=6.0 ReplNet=356.1 StorageIO=364.4 QuorumWait=305.5 Mutex=1.5 CommitWait=1103.4
  batch=1 total=2001.6us LHandler=76.4 LPersist=504.7 AENet=260.8 FHandler=6.0 ReplNet=338.4 StorageIO=361.6 QuorumWait=440.1 Mutex=1.4 CommitWait=1264.4
  batch=1 total=1847.9us LHandler=74.2 LPersist=594.2 AENet=213.9 FHandler=5.9 ReplNet=312.3 StorageIO=370.6 QuorumWait=241.0 Mutex=1.5 CommitWait=1012.8
  batch=1 total=2038.2us LHandler=69.9 LPersist=552.0 AENet=248.5 FHandler=6.1 ReplNet=363.0 StorageIO=355.3 QuorumWait=409.1 Mutex=1.4 CommitWait=1258.8
  batch=1 total=1847.0us LHandler=72.3 LPersist=578.3 AENet=124.0 FHandler=3.7 ReplNet=327.4 StorageIO=365.5 QuorumWait=362.4 Mutex=1.4 CommitWait=1073.8
  batch=1 total=2090.0us LHandler=90.5 LPersist=531.7 AENet=238.7 FHandler=6.0 ReplNet=358.6 StorageIO=359.7 QuorumWait=491.7 Mutex=1.6 CommitWait=1308.8
  batch=1 total=1804.4us LHandler=73.1 LPersist=575.5 AENet=188.0 FHandler=5.8 ReplNet=318.9 StorageIO=328.0 QuorumWait=280.4 Mutex=1.3 CommitWait=978.8
  batch=1 total=1818.3us LHandler=82.9 LPersist=552.2 AENet=278.1 FHandler=27.2 ReplNet=295.8 StorageIO=306.3 QuorumWait=263.3 Mutex=1.3 CommitWait=1054.9
  batch=1 total=1887.6us LHandler=75.5 LPersist=597.0 AENet=219.4 FHandler=6.0 ReplNet=278.8 StorageIO=365.9 QuorumWait=306.8 Mutex=1.4 CommitWait=1039.1
  batch=1 total=1831.7us LHandler=72.4 LPersist=580.1 AENet=233.9 FHandler=5.9 ReplNet=318.9 StorageIO=349.8 QuorumWait=259.6 Mutex=1.5 CommitWait=1052.5
  batch=1 total=1940.5us LHandler=73.4 LPersist=613.0 AENet=201.2 FHandler=6.0 ReplNet=279.9 StorageIO=345.5 QuorumWait=406.9 Mutex=1.3 CommitWait=1105.8
  batch=1 total=1733.4us LHandler=74.9 LPersist=506.3 AENet=147.0 FHandler=6.0 ReplNet=378.2 StorageIO=350.4 QuorumWait=258.2 Mutex=1.3 CommitWait=1003.6
  batch=1 total=1722.4us LHandler=73.2 LPersist=464.7 AENet=240.7 FHandler=6.1 ReplNet=294.6 StorageIO=352.4 QuorumWait=275.8 Mutex=1.3 CommitWait=1035.7
  batch=1 total=1897.2us LHandler=76.1 LPersist=605.9 AENet=204.9 FHandler=5.9 ReplNet=394.2 StorageIO=352.2 QuorumWait=219.5 Mutex=1.6 CommitWait=1030.8
  batch=1 total=2089.2us LHandler=102.7 LPersist=528.8 AENet=264.7 FHandler=6.1 ReplNet=377.7 StorageIO=355.4 QuorumWait=439.6 Mutex=1.4 CommitWait=1314.6
  batch=1 total=1734.2us LHandler=73.2 LPersist=488.7 AENet=199.3 FHandler=5.9 ReplNet=347.2 StorageIO=316.1 QuorumWait=289.8 Mutex=1.3 CommitWait=1023.2
  batch=1 total=1751.4us LHandler=102.3 LPersist=471.3 AENet=209.2 FHandler=6.0 ReplNet=339.6 StorageIO=334.2 QuorumWait=276.3 Mutex=1.4 CommitWait=1030.9
  batch=1 total=1695.9us LHandler=75.4 LPersist=472.4 AENet=240.3 FHandler=5.9 ReplNet=223.0 StorageIO=309.3 QuorumWait=331.6 Mutex=1.4 CommitWait=976.2
  batch=1 total=1684.7us LHandler=71.8 LPersist=451.0 AENet=160.4 FHandler=5.9 ReplNet=371.0 StorageIO=340.1 QuorumWait=248.9 Mutex=1.3 CommitWait=1008.6
  batch=1 total=1820.8us LHandler=69.8 LPersist=574.3 AENet=203.1 FHandler=5.9 ReplNet=320.8 StorageIO=335.9 QuorumWait=299.1 Mutex=1.5 CommitWait=1053.7
  batch=1 total=1916.8us LHandler=73.1 LPersist=580.4 AENet=219.5 FHandler=6.0 ReplNet=375.7 StorageIO=365.4 QuorumWait=281.7 Mutex=1.4 CommitWait=1091.9
  batch=1 total=1803.9us LHandler=76.6 LPersist=531.9 AENet=162.8 FHandler=5.9 ReplNet=341.5 StorageIO=319.6 QuorumWait=351.5 Mutex=1.5 CommitWait=1043.3
  batch=1 total=1735.5us LHandler=75.3 LPersist=485.2 AENet=182.4 FHandler=3.5 ReplNet=312.4 StorageIO=357.1 QuorumWait=307.4 Mutex=1.4 CommitWait=1029.1
  batch=1 total=1796.8us LHandler=72.7 LPersist=582.0 AENet=188.2 FHandler=5.9 ReplNet=333.9 StorageIO=382.0 QuorumWait=194.9 Mutex=3.7 CommitWait=963.9
  batch=1 total=1890.9us LHandler=70.9 LPersist=625.8 AENet=198.4 FHandler=6.0 ReplNet=347.8 StorageIO=357.2 QuorumWait=272.1 Mutex=1.4 CommitWait=1063.5
  batch=1 total=1914.3us LHandler=76.4 LPersist=575.6 AENet=209.1 FHandler=6.0 ReplNet=271.5 StorageIO=361.3 QuorumWait=401.0 Mutex=1.6 CommitWait=1120.4
  batch=1 total=1687.7us LHandler=76.0 LPersist=493.5 AENet=185.4 FHandler=6.0 ReplNet=329.1 StorageIO=323.2 QuorumWait=263.6 Mutex=1.5 CommitWait=974.7
  batch=1 total=1713.4us LHandler=70.7 LPersist=461.8 AENet=262.9 FHandler=33.1 ReplNet=277.4 StorageIO=304.2 QuorumWait=288.0 Mutex=1.4 CommitWait=1046.6
  batch=1 total=1824.8us LHandler=75.4 LPersist=573.6 AENet=203.6 FHandler=5.8 ReplNet=317.9 StorageIO=340.6 QuorumWait=276.4 Mutex=1.5 CommitWait=1010.7
  batch=1 total=1867.4us LHandler=72.8 LPersist=612.3 AENet=268.1 FHandler=6.0 ReplNet=281.3 StorageIO=359.3 QuorumWait=255.5 Mutex=1.5 CommitWait=1051.8
  batch=1 total=1858.5us LHandler=77.2 LPersist=576.1 AENet=202.5 FHandler=6.0 ReplNet=288.4 StorageIO=362.6 QuorumWait=331.5 Mutex=1.3 CommitWait=1051.7
  batch=1 total=1756.2us LHandler=73.9 LPersist=536.6 AENet=190.4 FHandler=10.8 ReplNet=335.3 StorageIO=345.9 QuorumWait=230.9 Mutex=1.5 CommitWait=976.9
  batch=1 total=1711.2us LHandler=72.2 LPersist=463.9 AENet=224.1 FHandler=6.0 ReplNet=326.9 StorageIO=357.6 QuorumWait=248.6 Mutex=1.4 CommitWait=1049.2
  batch=1 total=1890.6us LHandler=76.4 LPersist=593.2 AENet=193.5 FHandler=10.5 ReplNet=336.9 StorageIO=373.1 QuorumWait=268.6 Mutex=1.5 CommitWait=1047.8
  batch=1 total=1896.2us LHandler=72.3 LPersist=634.0 AENet=194.3 FHandler=5.9 ReplNet=318.1 StorageIO=319.0 QuorumWait=340.1 Mutex=1.0 CommitWait=1061.4
  batch=1 total=1640.3us LHandler=73.9 LPersist=585.7 AENet=131.5 FHandler=3.5 ReplNet=266.2 StorageIO=348.9 QuorumWait=218.7 Mutex=1.6 CommitWait=833.4
  batch=1 total=1845.5us LHandler=76.5 LPersist=583.9 AENet=188.7 FHandler=6.0 ReplNet=385.7 StorageIO=314.1 QuorumWait=277.2 Mutex=1.5 CommitWait=1020.3
  batch=1 total=1920.3us LHandler=73.5 LPersist=578.6 AENet=238.2 FHandler=6.0 ReplNet=291.7 StorageIO=356.4 QuorumWait=360.9 Mutex=1.6 CommitWait=1110.6
  batch=1 total=1883.6us LHandler=75.7 LPersist=582.4 AENet=196.5 FHandler=5.9 ReplNet=366.4 StorageIO=365.5 QuorumWait=253.8 Mutex=1.4 CommitWait=1039.9
  batch=1 total=1810.3us LHandler=69.6 LPersist=553.2 AENet=246.4 FHandler=5.9 ReplNet=304.3 StorageIO=295.3 QuorumWait=322.1 Mutex=1.5 CommitWait=1053.2
  batch=1 total=1910.1us LHandler=76.7 LPersist=578.4 AENet=205.3 FHandler=6.3 ReplNet=401.2 StorageIO=366.0 QuorumWait=261.6 Mutex=1.6 CommitWait=1109.1
  batch=1 total=1885.3us LHandler=74.2 LPersist=576.0 AENet=235.5 FHandler=6.0 ReplNet=304.8 StorageIO=311.2 QuorumWait=364.6 Mutex=1.7 CommitWait=1086.6
  batch=1 total=1894.6us LHandler=73.6 LPersist=599.8 AENet=189.0 FHandler=6.0 ReplNet=329.4 StorageIO=331.5 QuorumWait=325.6 Mutex=1.1 CommitWait=1046.5
  batch=1 total=2048.4us LHandler=84.9 LPersist=543.2 AENet=259.9 FHandler=6.3 ReplNet=336.5 StorageIO=331.5 QuorumWait=475.5 Mutex=1.2 CommitWait=1281.5
  batch=1 total=1810.1us LHandler=72.4 LPersist=547.5 AENet=183.3 FHandler=6.1 ReplNet=379.7 StorageIO=335.9 QuorumWait=274.1 Mutex=1.1 CommitWait=1056.6
  batch=1 total=1730.5us LHandler=74.9 LPersist=475.9 AENet=248.8 FHandler=6.0 ReplNet=315.1 StorageIO=320.6 QuorumWait=276.5 Mutex=1.6 CommitWait=1022.3
  batch=1 total=1836.6us LHandler=76.1 LPersist=585.9 AENet=199.0 FHandler=5.9 ReplNet=286.3 StorageIO=329.2 QuorumWait=314.5 Mutex=1.3 CommitWait=990.0
  batch=1 total=2220.3us LHandler=69.4 LPersist=551.9 AENet=268.3 FHandler=4.7 ReplNet=375.3 StorageIO=498.1 QuorumWait=440.1 Mutex=1.2 CommitWait=1458.8
  batch=1 total=1864.6us LHandler=76.5 LPersist=566.7 AENet=182.9 FHandler=4.8 ReplNet=340.2 StorageIO=370.7 QuorumWait=283.7 Mutex=1.3 CommitWait=1039.2
  batch=1 total=1770.5us LHandler=73.1 LPersist=510.7 AENet=266.5 FHandler=20.7 ReplNet=304.3 StorageIO=347.5 QuorumWait=236.2 Mutex=1.5 CommitWait=1045.1
  batch=1 total=1754.5us LHandler=77.2 LPersist=482.6 AENet=196.4 FHandler=6.0 ReplNet=376.3 StorageIO=373.7 QuorumWait=217.9 Mutex=1.4 CommitWait=1038.7
  batch=1 total=1703.6us LHandler=74.0 LPersist=484.4 AENet=194.8 FHandler=6.1 ReplNet=359.9 StorageIO=307.7 QuorumWait=243.2 Mutex=3.3 CommitWait=973.9
  batch=1 total=1692.3us LHandler=72.9 LPersist=443.3 AENet=236.0 FHandler=6.0 ReplNet=329.9 StorageIO=329.6 QuorumWait=263.1 Mutex=1.5 CommitWait=1050.2
  batch=1 total=1705.3us LHandler=75.3 LPersist=469.6 AENet=191.6 FHandler=3.5 ReplNet=315.0 StorageIO=340.8 QuorumWait=271.4 Mutex=1.4 CommitWait=974.1
  batch=1 total=1814.4us LHandler=71.3 LPersist=564.0 AENet=208.3 FHandler=5.9 ReplNet=379.3 StorageIO=377.9 QuorumWait=196.2 Mutex=1.5 CommitWait=1053.1
  batch=1 total=2023.4us LHandler=71.8 LPersist=478.9 AENet=281.9 FHandler=6.0 ReplNet=342.1 StorageIO=318.9 QuorumWait=509.1 Mutex=27.9 CommitWait=1323.8
  batch=1 total=1752.6us LHandler=76.3 LPersist=489.9 AENet=198.9 FHandler=6.0 ReplNet=294.6 StorageIO=389.1 QuorumWait=285.5 Mutex=1.3 CommitWait=1044.3
  batch=1 total=1761.0us LHandler=90.5 LPersist=494.0 AENet=199.5 FHandler=5.9 ReplNet=306.7 StorageIO=302.8 QuorumWait=348.8 Mutex=1.3 CommitWait=1025.8
  batch=1 total=1759.3us LHandler=75.5 LPersist=572.4 AENet=150.1 FHandler=6.2 ReplNet=332.4 StorageIO=330.8 QuorumWait=252.8 Mutex=1.3 CommitWait=925.3
  batch=1 total=1800.5us LHandler=69.6 LPersist=550.4 AENet=145.2 FHandler=39.4 ReplNet=276.2 StorageIO=337.2 QuorumWait=370.2 Mutex=1.1 CommitWait=1049.8
  batch=1 total=2071.3us LHandler=93.0 LPersist=511.5 AENet=255.5 FHandler=6.0 ReplNet=355.8 StorageIO=365.1 QuorumWait=470.4 Mutex=1.7 CommitWait=1320.1
  batch=1 total=1916.7us LHandler=74.3 LPersist=584.0 AENet=208.4 FHandler=6.0 ReplNet=395.1 StorageIO=318.5 QuorumWait=318.2 Mutex=1.5 CommitWait=1112.1
  batch=1 total=1812.2us LHandler=75.0 LPersist=560.9 AENet=255.0 FHandler=6.0 ReplNet=270.8 StorageIO=311.9 QuorumWait=317.0 Mutex=1.5 CommitWait=1025.4
  batch=1 total=1853.1us LHandler=76.5 LPersist=590.2 AENet=135.9 FHandler=3.2 ReplNet=320.9 StorageIO=401.0 QuorumWait=310.1 Mutex=1.6 CommitWait=1035.9
  batch=1 total=1784.1us LHandler=74.5 LPersist=528.5 AENet=200.5 FHandler=6.0 ReplNet=285.5 StorageIO=372.2 QuorumWait=303.5 Mutex=1.4 CommitWait=1032.5
  batch=1 total=1727.1us LHandler=74.9 LPersist=468.5 AENet=253.6 FHandler=6.0 ReplNet=278.3 StorageIO=319.5 QuorumWait=312.1 Mutex=1.6 CommitWait=1038.1
  batch=1 total=1741.5us LHandler=72.2 LPersist=485.1 AENet=278.2 FHandler=6.0 ReplNet=292.2 StorageIO=378.8 QuorumWait=215.8 Mutex=1.7 CommitWait=1037.3
  batch=1 total=1747.0us LHandler=75.1 LPersist=491.6 AENet=199.2 FHandler=6.0 ReplNet=358.9 StorageIO=338.1 QuorumWait=265.4 Mutex=1.6 CommitWait=1033.4
  batch=1 total=1772.7us LHandler=93.7 LPersist=480.5 AENet=82.4 FHandler=3.7 ReplNet=300.5 StorageIO=376.4 QuorumWait=420.7 Mutex=1.5 CommitWait=1055.9
  batch=1 total=1743.4us LHandler=72.8 LPersist=471.3 AENet=231.1 FHandler=6.0 ReplNet=277.0 StorageIO=345.8 QuorumWait=325.9 Mutex=1.4 CommitWait=1048.7
  batch=1 total=1746.1us LHandler=71.8 LPersist=482.4 AENet=194.7 FHandler=5.9 ReplNet=323.9 StorageIO=344.7 QuorumWait=308.1 Mutex=1.3 CommitWait=1046.2
  batch=1 total=1794.5us LHandler=75.1 LPersist=521.0 AENet=190.7 FHandler=5.9 ReplNet=394.0 StorageIO=377.2 QuorumWait=218.2 Mutex=1.7 CommitWait=1050.9
  batch=1 total=2007.3us LHandler=72.1 LPersist=482.9 AENet=253.2 FHandler=6.3 ReplNet=396.7 StorageIO=318.3 QuorumWait=463.3 Mutex=1.5 CommitWait=1304.9
  batch=1 total=2101.2us LHandler=76.4 LPersist=571.1 AENet=162.6 FHandler=6.2 ReplNet=395.1 StorageIO=378.7 QuorumWait=497.4 Mutex=1.4 CommitWait=1300.1
  batch=1 total=1884.5us LHandler=72.7 LPersist=599.1 AENet=199.1 FHandler=6.0 ReplNet=368.9 StorageIO=318.1 QuorumWait=308.8 Mutex=1.4 CommitWait=1068.9
  batch=1 total=1823.0us LHandler=93.4 LPersist=524.5 AENet=197.3 FHandler=6.0 ReplNet=320.1 StorageIO=302.9 QuorumWait=364.5 Mutex=1.3 CommitWait=1044.7
  batch=1 total=2179.6us LHandler=70.3 LPersist=577.3 AENet=190.9 FHandler=6.0 ReplNet=447.9 StorageIO=446.2 QuorumWait=390.5 Mutex=1.5 CommitWait=1325.3
  batch=1 total=1795.6us LHandler=74.6 LPersist=521.0 AENet=260.3 FHandler=6.1 ReplNet=323.3 StorageIO=301.2 QuorumWait=297.1 Mutex=1.4 CommitWait=1043.6
  batch=1 total=1894.1us LHandler=74.8 LPersist=594.1 AENet=203.3 FHandler=6.4 ReplNet=343.2 StorageIO=312.9 QuorumWait=325.5 Mutex=1.4 CommitWait=1044.3
  batch=1 total=1717.2us LHandler=72.8 LPersist=493.7 AENet=249.6 FHandler=6.2 ReplNet=284.4 StorageIO=369.5 QuorumWait=199.7 Mutex=1.3 CommitWait=987.2
  batch=1 total=1712.8us LHandler=70.0 LPersist=460.8 AENet=201.8 FHandler=6.0 ReplNet=327.2 StorageIO=349.4 QuorumWait=286.4 Mutex=1.4 CommitWait=1034.8
  batch=1 total=1729.6us LHandler=76.6 LPersist=476.0 AENet=111.8 FHandler=4.7 ReplNet=279.0 StorageIO=368.5 QuorumWait=397.6 Mutex=1.3 CommitWait=1011.5
  batch=1 total=2014.6us LHandler=94.1 LPersist=471.6 AENet=263.7 FHandler=6.3 ReplNet=380.6 StorageIO=364.2 QuorumWait=419.4 Mutex=1.4 CommitWait=1289.5
  batch=1 total=1709.4us LHandler=76.5 LPersist=491.7 AENet=218.0 FHandler=6.0 ReplNet=318.6 StorageIO=340.4 QuorumWait=239.0 Mutex=1.5 CommitWait=989.3
  batch=1 total=1701.3us LHandler=73.9 LPersist=482.3 AENet=189.9 FHandler=6.0 ReplNet=320.1 StorageIO=377.9 QuorumWait=219.5 Mutex=1.1 CommitWait=979.2
  batch=1 total=1716.3us LHandler=75.0 LPersist=456.1 AENet=239.9 FHandler=6.0 ReplNet=275.0 StorageIO=325.0 QuorumWait=327.6 Mutex=1.4 CommitWait=1059.9
